,<built-in function id>,hits
5691,39149,1.0
5692,39150,1.0
5693,39151,1.0
5694,39152,0.0
5695,39153,1.0
5696,39154,1.0
5697,39155,0.0
5698,39156,1.0
5699,39157,1.0
5700,39158,1.0
5701,39159,1.0
5702,39160,1.0
5703,39161,1.0
5704,39162,1.0
5705,39163,1.0
5706,39164,1.0
5707,39165,1.0
5708,39166,1.0
5709,39167,1.0
5710,39168,1.0
5711,39169,1.0
5712,39170,0.0
5713,39171,1.0
5714,39172,1.0
5715,39173,1.0
5716,39174,0.0
5717,39175,1.0
5718,39176,1.0
5719,39177,0.0
5720,39178,1.0
5721,39179,1.0
5722,39180,0.0
5723,39181,1.0
5724,39182,1.0
5725,39183,1.0
5726,39184,1.0
5727,39185,1.0
5728,39186,1.0
5729,39187,1.0
5730,39188,0.0
5731,39189,1.0
5732,39190,1.0
5733,39191,1.0
5734,39192,0.0
5735,39193,1.0
5736,39194,1.0
5737,39195,1.0
5738,39196,0.0
5739,39197,1.0
5740,39198,0.0
5741,39199,1.0
5742,39200,1.0
5743,39201,1.0
5744,39202,1.0
5745,39203,1.0
5746,39204,1.0
5747,39205,1.0
5748,39206,1.0
5749,39207,1.0
5750,39208,1.0
5751,39209,0.0
5752,39210,0.0
5753,39211,0.0
5754,39212,0.0
5755,39213,1.0
5756,39214,1.0
5757,39215,0.0
5758,39216,0.0
5759,39217,0.0
5760,39218,0.0
5761,39219,0.0
5762,39220,1.0
5763,39221,0.0
5764,39222,0.0
5765,39223,0.0
5766,39224,1.0
5767,39225,0.0
5768,39226,0.0
5769,39227,0.0
5770,39228,1.0
5771,39229,0.0
5772,39230,1.0
5773,39231,0.0
5774,39232,0.0
5775,39233,0.0
5776,39234,0.0
5777,39235,1.0
5778,39236,0.0
5779,39237,1.0
5780,39238,0.0
5781,39239,0.0
5782,39240,1.0
5783,39241,0.0
5784,39242,0.0
5785,39243,0.0
5786,39244,0.0
5787,39245,0.0
5788,39246,0.0
5789,39247,0.0
5790,39248,0.0
5791,39249,1.0
5792,39250,0.0
5793,39251,0.0
5794,39252,0.0
5795,39253,0.0
5796,39254,0.0
5797,39255,0.0
5798,39256,1.0
5799,39257,0.0
5800,39258,1.0
5801,39259,0.0
5802,39260,1.0
5803,39261,0.0
5804,39262,0.0
5805,39263,1.0
5806,39264,0.0
5807,39265,0.0
5808,39266,0.0
5809,39267,0.0
5810,39268,0.0
5811,39269,0.0
5812,39270,0.0
5813,39271,0.0
5814,39272,1.0
5815,39273,0.0
5816,39274,1.0
5817,39275,1.0
5818,39276,0.0
5819,39277,0.0
5820,39278,1.0
5821,39279,0.0
5822,39280,0.0
5823,39281,0.0
5824,39282,0.0
5825,39283,0.0
5826,39284,0.0
5827,39285,0.0
5828,39286,0.0
5829,39287,0.0
5830,39288,0.0
5831,39289,0.0
5832,39290,0.0
5833,39291,0.0
5834,39292,0.0
5835,39293,0.0
5836,39294,0.0
5837,39295,1.0
5838,39296,0.0
5839,39297,0.0
5840,39298,0.0
5841,39299,1.0
5842,39300,0.0
5843,39301,1.0
5844,39302,0.0
5845,39303,0.0
5846,39304,0.0
5847,39305,0.0
5848,39306,0.0
5849,39307,0.0
5850,39308,1.0
5851,39309,1.0
5852,39310,0.0
5853,39311,0.0
5854,39312,0.0
5855,39313,0.0
5856,39314,1.0
5857,39315,0.0
5858,39316,0.0
5859,39317,0.0
5860,39318,0.0
5861,39319,0.0
5862,39320,1.0
5863,39321,1.0
5864,39322,0.0
5865,39323,0.0
5866,39324,1.0
5867,39325,0.0
5868,39326,0.0
5869,39327,0.0
5870,39328,0.0
5871,39329,0.0
5872,39330,1.0
5873,39331,1.0
5874,39332,0.0
5875,39333,0.0
5876,39334,0.0
5877,39335,0.0
5878,39336,0.0
5879,39337,1.0
5880,39338,0.0
5881,39339,0.0
5882,39340,0.0
5883,39341,0.0
5884,39342,0.0
5885,39343,1.0
5886,39344,0.0
5887,39345,0.0
5888,39346,0.0
5889,39347,0.0
5890,39348,0.0
5891,39349,0.0
5892,39350,0.0
5893,39351,0.0
5894,39352,0.0
5895,39353,0.0
5896,39354,1.0
5897,39355,0.0
5898,39356,0.0
5899,39357,0.0
5900,39358,1.0
5901,39359,0.0
5902,39360,0.0
5903,39361,0.0
5904,39362,0.0
5905,39363,0.0
5906,39364,1.0
5907,39365,0.0
5908,39366,0.0
5909,39367,0.0
5910,39368,1.0
5911,39369,0.0
5912,39370,1.0
5913,39371,0.0
5914,39372,1.0
5915,39373,1.0
5916,39374,0.0
5917,39375,0.0
5918,39376,0.0
5919,39377,0.0
5920,39378,0.0
5921,39379,1.0
5922,39380,0.0
5923,39381,0.0
5924,39382,0.0
5925,39383,1.0
5926,39384,0.0
5927,39385,1.0
5928,39386,0.0
5929,39387,0.0
5930,39388,0.0
5931,39389,0.0
5932,39390,0.0
5933,39391,0.0
5934,39392,0.0
5935,39393,1.0
5936,39394,0.0
5937,39395,0.0
5938,39396,0.0
5939,39397,0.0
5940,39398,0.0
5941,39399,1.0
5942,39400,0.0
5943,39401,1.0
5944,39402,0.0
5945,39403,1.0
5946,39404,0.0
5947,39405,0.0
5948,39406,0.0
5949,39407,0.0
5950,39408,0.0
5951,39409,0.0
5952,39410,0.0
5953,39411,0.0
5954,39412,0.0
5955,39413,0.0
5956,39414,0.0
5957,39415,0.0
5958,39416,0.0
5959,39417,0.0
5960,39418,0.0
5961,39419,0.0
5962,39420,1.0
5963,39421,0.0
5964,39422,0.0
5965,39423,0.0
5966,39424,1.0
5967,39425,1.0
5968,39426,0.0
5969,39427,0.0
5970,39428,1.0
5971,39429,1.0
5972,39430,0.0
5973,39431,1.0
5974,39432,0.0
5975,39433,0.0
5976,39434,0.0
5977,39435,0.0
5978,39436,0.0
5979,39437,0.0
5980,39438,0.0
5981,39439,0.0
5982,39440,0.0
5983,39441,0.0
5984,39442,0.0
5985,39443,0.0
5986,39444,1.0
5987,39445,0.0
5988,39446,0.0
5989,39447,0.0
5990,39448,1.0
5991,39449,1.0
5992,39450,0.0
5993,39451,0.0
5994,39452,0.0
5995,39453,1.0
5996,39454,1.0
5997,39455,1.0
5998,39456,0.0
5999,39457,0.0
6000,39458,0.0
6001,39459,0.0
6002,39460,0.0
6003,39461,0.0
6004,39462,0.0
6005,39463,0.0
6006,39464,0.0
6007,39465,0.0
6008,39466,0.0
6009,39467,0.0
6010,39468,0.0
6011,39469,0.0
6012,39470,0.0
6013,39471,0.0
6014,39472,0.0
6015,39473,1.0
6016,39474,0.0
6017,39475,0.0
6018,39476,0.0
6019,39477,0.0
6020,39478,1.0
6021,39479,0.0
6022,39480,0.0
6023,39481,0.0
6024,39482,1.0
6025,39483,0.0
6026,39484,1.0
6027,39485,0.0
6028,39486,0.0
6029,39487,0.0
6030,39488,0.0
6031,39489,0.0
6032,39490,0.0
6033,39491,0.0
6034,39492,0.0
6035,39493,0.0
6036,39494,0.0
6037,39495,0.0
6038,39496,1.0
6039,39497,0.0
6040,39498,0.0
6041,39499,0.0
6042,39500,1.0
6043,39501,0.0
6044,39502,0.0
6045,39503,1.0
6046,39504,0.0
6047,39505,0.0
6048,39506,0.0
6049,39507,0.0
6050,39508,0.0
6051,39509,0.0
6052,39510,0.0
6053,39511,0.0
6054,39512,0.0
6055,39513,0.0
6056,39514,0.0
6057,39515,0.0
6058,39516,0.0
6059,39517,0.0
6060,39518,1.0
6061,39519,0.0
6062,39520,0.0
6063,39521,0.0
6064,39522,0.0
6065,39523,0.0
6066,39524,0.0
6067,39525,0.0
6068,39526,1.0
6069,39527,0.0
6070,39528,0.0
6071,39529,0.0
6072,39530,0.0
6073,39531,0.0
6074,39532,0.0
6075,39533,0.0
6076,39534,0.0
6077,39535,0.0
6078,39536,1.0
6079,39537,0.0
6080,39538,0.0
6081,39539,1.0
6082,39540,0.0
6083,39541,0.0
6084,39542,0.0
6085,39543,0.0
6086,39544,1.0
6087,39545,0.0
6088,39546,1.0
6089,39547,0.0
6090,39548,0.0
6091,39549,0.0
6092,39550,0.0
6093,39551,1.0
6094,39552,0.0
6095,39553,0.0
6096,39554,0.0
6097,39555,0.0
6098,39556,0.0
6099,39557,0.0
6100,39558,0.0
6101,39559,1.0
6102,39560,0.0
6103,39561,0.0
6104,39562,1.0
6105,39563,1.0
6106,39564,0.0
6107,39565,0.0
6108,39566,0.0
6109,39567,0.0
6110,39568,0.0
6111,39569,1.0
6112,39570,0.0
6113,39571,0.0
6114,39572,0.0
6115,39573,1.0
6116,39574,0.0
6117,39575,0.0
6118,39576,0.0
6119,39577,0.0
6120,39578,0.0
6121,39579,0.0
6122,39580,0.0
6123,39581,0.0
6124,39582,0.0
6125,39583,0.0
6126,39584,0.0
6127,39585,1.0
6128,39586,0.0
6129,39587,1.0
6130,39588,0.0
6131,39589,0.0
6132,39590,1.0
6133,39591,0.0
6134,39592,1.0
6135,39593,0.0
6136,39594,0.0
6137,39595,1.0
6138,39596,0.0
6139,39597,0.0
6140,39598,1.0
6141,39599,0.0
6142,39600,1.0
6143,39601,0.0
6144,39602,1.0
6145,39603,1.0
6146,39604,0.0
6147,39605,1.0
6148,39606,0.0
6149,39607,1.0
6150,39608,1.0
6151,39609,0.0
6152,39610,0.0
6153,39611,0.0
6154,39612,1.0
6155,39613,0.0
6156,39614,0.0
6157,39615,0.0
6158,39616,1.0
6159,39617,0.0
6160,39618,0.0
6161,39619,0.0
6162,39620,0.0
6163,39621,1.0
6164,39622,0.0
6165,39623,1.0
6166,39624,0.0
6167,39625,0.0
6168,39626,0.0
6169,39627,0.0
6170,39628,0.0
6171,39629,0.0
6172,39630,1.0
6173,39631,1.0
6174,39632,0.0
6175,39633,0.0
6176,39634,0.0
6177,39635,0.0
6178,39636,0.0
6179,39637,0.0
6180,39638,1.0
6181,39639,1.0
6182,39640,1.0
6183,39641,0.0
6184,39642,0.0
6185,39643,1.0
6186,39644,0.0
6187,39645,0.0
6188,39646,1.0
6189,39647,0.0
6190,39648,0.0
6191,39649,0.0
6192,39650,0.0
6193,39651,1.0
6194,39652,0.0
6195,39653,0.0
6196,39654,1.0
6197,39655,0.0
6198,39656,0.0
6199,39657,0.0
6200,39658,0.0
6201,39659,0.0
6202,39660,0.0
6203,39661,0.0
6204,39662,1.0
6205,39663,0.0
6206,39664,0.0
6207,39665,1.0
6208,39666,0.0
6209,39667,0.0
6210,39668,0.0
6211,39669,0.0
6212,39670,0.0
6213,39671,0.0
6214,39672,0.0
6215,39673,0.0
6216,39674,0.0
6217,39675,0.0
6218,39676,1.0
6219,39677,0.0
6220,39678,0.0
6221,39679,0.0
6222,39680,0.0
6223,39681,0.0
6224,39682,0.0
6225,39683,0.0
6226,39684,0.0
6227,39685,0.0
6228,39686,1.0
6229,39687,0.0
6230,39688,0.0
6231,39689,0.0
6232,39690,0.0
6233,39691,1.0
6234,39692,0.0
6235,39693,0.0
6236,39694,0.0
6237,39695,0.0
6238,39696,1.0
6239,39697,0.0
6240,39698,0.0
6241,39699,0.0
6242,39700,1.0
6243,39701,0.0
6244,39702,0.0
6245,39703,1.0
6246,39704,1.0
6247,39705,0.0
6248,39706,0.0
6249,39707,0.0
6250,39708,0.0
6251,39709,1.0
6252,39710,0.0
6253,39711,0.0
6254,39712,0.0
6255,39713,0.0
6256,39714,0.0
6257,39715,0.0
6258,39716,1.0
6259,39717,0.0
6260,39718,1.0
6261,39719,0.0
6262,39720,0.0
6263,39721,0.0
6264,39722,1.0
6265,39723,1.0
6266,39724,0.0
6267,39725,0.0
6268,39726,1.0
6269,39727,0.0
6270,39728,0.0
6271,39729,0.0
6272,39730,0.0
6273,39731,0.0
6274,39732,0.0
6275,39733,0.0
6276,39734,0.0
6277,39735,0.0
6278,39736,1.0
6279,39737,0.0
6280,39738,0.0
6281,39739,0.0
6282,39740,0.0
6283,39741,0.0
6284,39742,0.0
6285,39743,1.0
6286,39744,0.0
6287,39745,1.0
6288,39746,1.0
6289,39747,1.0
6290,39748,0.0
6291,39749,0.0
6292,39750,1.0
6293,39751,1.0
6294,39752,1.0
6295,39753,1.0
6296,39754,1.0
6297,39755,0.0
6298,39756,1.0
6299,39757,1.0
6300,39758,1.0
6301,39759,1.0
6302,39760,1.0
6303,39761,1.0
6304,39762,1.0
6305,39763,1.0
6306,39764,1.0
6307,39765,1.0
6308,39766,1.0
6309,39767,1.0
6310,39768,1.0
6311,39769,1.0
6312,39770,1.0
6313,39771,1.0
6314,39772,1.0
6315,39773,1.0
6316,39774,1.0
6317,39775,1.0
6318,39776,1.0
6319,39777,1.0
6320,39778,1.0
6321,39779,1.0
6322,39780,1.0
6323,39781,1.0
6324,39782,1.0
6325,39783,1.0
6326,39784,0.0
6327,39785,1.0
6328,39786,1.0
6329,39787,1.0
6330,39788,1.0
6331,39789,1.0
6332,39790,1.0
6333,39791,1.0
6334,39792,1.0
6335,39793,1.0
6336,39794,0.0
6337,39795,1.0
6338,39796,1.0
6339,39797,1.0
6340,39798,1.0
6341,39799,1.0
6342,39800,1.0
6343,39801,1.0
6344,39802,1.0
6345,39803,1.0
6346,39804,1.0
6347,39805,0.0
6348,39806,0.0
6349,39807,1.0
6350,39808,1.0
6351,39809,1.0
6352,39810,1.0
6353,39811,1.0
6354,39812,1.0
6355,39813,1.0
6356,39814,1.0
6357,39815,1.0
6358,39816,1.0
6359,39817,1.0
6360,39818,1.0
6361,39819,1.0
6362,39820,1.0
6363,39821,1.0
6364,39822,1.0
6365,39823,0.0
6366,39824,1.0
6367,39825,1.0
6368,39826,1.0
6369,39827,1.0
6370,39828,1.0
6371,39829,1.0
6372,39830,1.0
6373,39831,1.0
6374,39832,1.0
6375,39833,1.0
6376,39834,1.0
6377,39835,1.0
6378,39836,0.0
6379,39837,1.0
6380,39838,0.0
6381,39839,0.0
6382,39840,1.0
6383,39841,0.0
6384,39842,1.0
6385,39843,1.0
6386,39844,1.0
6387,39845,0.0
6388,39846,1.0
6389,39847,0.0
6390,39848,1.0
6391,39849,1.0
6392,39850,0.0
6393,39851,1.0
6394,39852,1.0
6395,39853,1.0
6396,39854,1.0
6397,39855,1.0
6398,39856,0.0
6399,39857,1.0
6400,39858,1.0
6401,39859,1.0
6402,39860,1.0
6403,39861,1.0
6404,39862,0.0
6405,39863,1.0
6406,39864,1.0
6407,39865,1.0
6408,39866,1.0
6409,39867,1.0
6410,39868,1.0
6411,39869,1.0
6412,39870,1.0
6413,39871,0.0
6414,39872,1.0
6415,39873,1.0
6416,39874,1.0
6417,39875,1.0
6418,39876,1.0
6419,39877,0.0
6420,39878,1.0
6421,39879,1.0
6422,39880,1.0
6423,39881,1.0
6424,39882,1.0
6425,39883,1.0
6426,39884,1.0
6427,39885,1.0
6428,39886,1.0
6429,39887,1.0
6430,39888,1.0
6431,39889,1.0
6432,39890,1.0
6433,39891,1.0
6434,39892,1.0
6435,39893,1.0
6436,39894,1.0
6437,39895,1.0
6438,39896,1.0
6439,39897,1.0
6440,39898,1.0
6441,39899,1.0
6442,39900,1.0
6443,39901,1.0
6444,39902,1.0
6445,39903,1.0
6446,39904,0.0
6447,39905,1.0
6448,39906,1.0
6449,39907,1.0
6450,39908,1.0
6451,39909,1.0
6452,39910,1.0
6453,39911,1.0
6454,39912,1.0
6455,39913,1.0
6456,39914,1.0
6457,39915,1.0
6458,39916,0.0
6459,39917,1.0
6460,39918,1.0
6461,39919,1.0
6462,39920,1.0
6463,39921,1.0
6464,39922,1.0
6465,39923,1.0
6466,39924,1.0
6467,39925,1.0
6468,39926,1.0
6469,39927,1.0
6470,39928,1.0
6471,39929,1.0
6472,39930,1.0
6473,39931,1.0
6474,39932,1.0
6475,39933,1.0
6476,39934,1.0
6477,39935,1.0
6478,39936,1.0
6479,39937,1.0
6480,39938,1.0
6481,39939,1.0
6482,39940,1.0
6483,39941,0.0
6484,39942,1.0
6485,39943,1.0
6486,39944,1.0
6487,39945,1.0
6488,39946,1.0
6489,39947,1.0
6490,39948,1.0
6491,39949,1.0
6492,39950,0.0
6493,39951,1.0
6494,39952,0.0
6495,39953,1.0
6496,39954,1.0
6497,39955,1.0
6498,39956,0.0
6499,39957,1.0
6500,39958,1.0
6501,39959,1.0
6502,39960,1.0
6503,39961,1.0
6504,39962,1.0
6505,39963,1.0
6506,39964,1.0
6507,39965,1.0
6508,39966,1.0
6509,39967,1.0
6510,39968,1.0
6511,39969,0.0
6512,39970,1.0
6513,39971,1.0
6514,39972,1.0
6515,39973,1.0
6516,39974,1.0
6517,39975,1.0
6518,39976,1.0
6519,39977,1.0
6520,39978,0.0
6521,39979,1.0
6522,39980,1.0
6523,39981,1.0
6524,39982,1.0
6525,39983,0.0
6526,39984,0.0
6527,39985,1.0
6528,39986,1.0
6529,39987,0.0
6530,39988,1.0
6531,39989,1.0
6532,39990,1.0
6533,39991,1.0
6534,39992,1.0
6535,39993,0.0
6536,39994,1.0
6537,39995,1.0
6538,39996,1.0
6539,39997,1.0
6540,39998,1.0
6541,39999,1.0
6542,40000,0.0
6543,40001,1.0
6544,40002,0.0
6545,40003,1.0
6546,40004,1.0
6547,40005,1.0
6548,40006,1.0
6549,40007,1.0
6550,40008,1.0
6551,40009,1.0
6552,40010,1.0
6553,40011,1.0
6554,40012,1.0
6555,40013,1.0
6556,40014,0.0
6557,40015,1.0
6558,40016,1.0
6559,40017,1.0
6560,40018,1.0
6561,40019,1.0
6562,40020,1.0
6563,40021,0.0
6564,40022,1.0
6565,40023,1.0
6566,40024,0.0
6567,40025,1.0
6568,40026,1.0
6569,40027,1.0
6570,40028,1.0
6571,40029,1.0
6572,40030,1.0
6573,40031,0.0
6574,40032,1.0
6575,40033,1.0
6576,40034,1.0
6577,40035,1.0
6578,40036,1.0
6579,40037,1.0
6580,40038,1.0
6581,40039,1.0
6582,40040,1.0
6583,40041,1.0
6584,40042,1.0
6585,40043,1.0
6586,40044,1.0
6587,40045,1.0
6588,40046,1.0
6589,40047,1.0
6590,40048,1.0
6591,40049,1.0
6592,40050,1.0
6593,40051,1.0
6594,40052,1.0
6595,40053,1.0
6596,40054,1.0
6597,40055,1.0
6598,40056,1.0
6599,40057,1.0
6600,40058,1.0
6601,40059,1.0
6602,40060,1.0
6603,40061,1.0
6604,40062,1.0
6605,40063,1.0
6606,40064,1.0
6607,40065,1.0
6608,40066,1.0
6609,40067,1.0
6610,40068,1.0
6611,40069,1.0
6612,40070,1.0
6613,40071,1.0
6614,40072,1.0
6615,40073,1.0
6616,40074,0.0
6617,40075,1.0
6618,40076,1.0
6619,40077,1.0
6620,40078,1.0
6621,40079,1.0
6622,40080,1.0
6623,40081,0.0
6624,40082,1.0
6625,40083,1.0
6626,40084,1.0
6627,40085,1.0
6628,40086,1.0
6629,40087,1.0
6630,40088,1.0
6631,40089,1.0
6632,40090,1.0
6633,40091,1.0
6634,40092,1.0
6635,40093,1.0
6636,40094,1.0
6637,40095,1.0
6638,40096,1.0
6639,40097,0.0
6640,40098,1.0
6641,40099,1.0
6642,40100,1.0
6643,40101,1.0
6644,40102,1.0
6645,40103,1.0
6646,40104,1.0
6647,40105,1.0
6648,40106,0.0
6649,40107,1.0
6650,40108,1.0
6651,40109,1.0
6652,40110,1.0
6653,40111,1.0
6654,40112,1.0
6655,40113,1.0
6656,40114,1.0
6657,40115,1.0
6658,40116,1.0
6659,40117,1.0
6660,40118,1.0
6661,40119,1.0
6662,40120,1.0
6663,40121,1.0
6664,40122,1.0
6665,40123,1.0
6666,40124,1.0
6667,40125,1.0
6668,40126,1.0
6669,40127,1.0
6670,40128,1.0
6671,40129,1.0
6672,40130,1.0
6673,40131,1.0
6674,40132,1.0
6675,40133,1.0
6676,40134,0.0
6677,40135,1.0
6678,40136,1.0
6679,40137,1.0
6680,40138,1.0
6681,40139,0.0
6682,40140,1.0
6683,40141,1.0
6684,40142,1.0
6685,40143,1.0
6686,40144,1.0
6687,40145,1.0
6688,40146,1.0
6689,40147,1.0
6690,40148,1.0
6691,40149,1.0
6692,40150,1.0
6693,40151,1.0
6694,40152,1.0
6695,40153,1.0
6696,40154,1.0
6697,40155,1.0
6698,40156,1.0
6699,40157,1.0
6700,40158,1.0
6701,40159,1.0
6702,40160,1.0
6703,40161,1.0
6704,40162,0.0
6705,40163,1.0
6706,40164,1.0
6707,40165,1.0
6708,40166,1.0
6709,40167,1.0
6710,40168,1.0
6711,40169,1.0
6712,40170,1.0
6713,40171,1.0
6714,40172,1.0
6715,40173,0.0
6716,40174,1.0
6717,40175,1.0
6718,40176,1.0
6719,40177,1.0
6720,40178,1.0
6721,40179,1.0
6722,40180,1.0
6723,40181,0.0
6724,40182,1.0
6725,40183,1.0
6726,40184,0.0
6727,40185,1.0
6728,40186,1.0
6729,40187,1.0
6730,40188,1.0
6731,40189,1.0
6732,40190,1.0
6733,40191,1.0
6734,40192,1.0
6735,40193,1.0
6736,40194,1.0
6737,40195,1.0
6738,40196,1.0
6739,40197,1.0
6740,40198,1.0
6741,40199,1.0
6742,40200,1.0
6743,40201,1.0
6744,40202,1.0
6745,40203,1.0
6746,40204,1.0
6747,40205,1.0
6748,40206,1.0
6749,40207,1.0
6750,40208,1.0
6751,40209,1.0
6752,40210,0.0
6753,40211,1.0
6754,40212,1.0
6755,40213,1.0
6756,40214,1.0
6757,40215,1.0
6758,40216,1.0
6759,40217,1.0
6760,40218,1.0
6761,40219,1.0
6762,40220,1.0
6763,40221,1.0
6764,40222,0.0
6765,40223,1.0
6766,40224,1.0
6767,40225,1.0
6768,40226,1.0
6769,40227,1.0
6770,40228,1.0
6771,40229,1.0
6772,40230,1.0
6773,40231,1.0
6774,40232,0.0
6775,40233,1.0
6776,40234,1.0
6777,40235,1.0
6778,40236,1.0
6779,40237,1.0
6780,40238,1.0
6781,40239,1.0
6782,40240,1.0
6783,40241,1.0
6784,40242,1.0
6785,40243,1.0
6786,40244,1.0
6787,40245,1.0
6788,40246,1.0
6789,40247,1.0
6790,40248,1.0
6791,40249,1.0
6792,40250,1.0
6793,40251,1.0
6794,40252,1.0
6795,40253,1.0
6796,40254,1.0
6797,40255,1.0
6798,40256,1.0
6799,40257,1.0
6800,40258,1.0
6801,40259,1.0
6802,40260,1.0
6803,40261,1.0
6804,40262,1.0
6805,40263,1.0
6806,40264,1.0
6807,40265,1.0
6808,40266,1.0
6809,40267,0.0
6810,40268,1.0
6811,40269,1.0
6812,40270,1.0
6813,40271,1.0
6814,40272,1.0
6815,40273,1.0
6816,40274,1.0
6817,40275,1.0
6818,40276,1.0
6819,40277,1.0
6820,40278,1.0
6821,40279,1.0
6822,40280,1.0
6823,40281,0.0
6824,40282,1.0
6825,40283,0.0
6826,40284,1.0
6827,40285,1.0
6828,40286,0.0
6829,40287,1.0
6830,40288,1.0
6831,40289,1.0
6832,40290,1.0
6833,40291,1.0
6834,40292,1.0
6835,40293,0.0
6836,40294,1.0
6837,40295,1.0
6838,40296,0.0
6839,40297,1.0
6840,40298,1.0
6841,40299,0.0
6842,40300,0.0
6843,40301,0.0
6844,40302,0.0
6845,40303,1.0
6846,40304,0.0
6847,40305,0.0
6848,40306,1.0
6849,40307,0.0
6850,40308,0.0
6851,40309,0.0
6852,40310,1.0
6853,40311,0.0
6854,40312,1.0
6855,40313,0.0
6856,40314,0.0
6857,40315,1.0
6858,40316,0.0
6859,40317,0.0
6860,40318,0.0
6861,40319,0.0
6862,40320,0.0
6863,40321,0.0
6864,40322,0.0
6865,40323,0.0
6866,40324,0.0
6867,40325,0.0
6868,40326,0.0
6869,40327,0.0
6870,40328,0.0
6871,40329,0.0
6872,40330,0.0
6873,40331,0.0
6874,40332,0.0
6875,40333,0.0
6876,40334,0.0
6877,40335,0.0
6878,40336,1.0
6879,40337,0.0
6880,40338,0.0
6881,40339,0.0
6882,40340,0.0
6883,40341,0.0
6884,40342,0.0
6885,40343,0.0
6886,40344,0.0
6887,40345,0.0
6888,40346,0.0
6889,40347,1.0
6890,40348,0.0
6891,40349,1.0
6892,40350,1.0
6893,40351,0.0
6894,40352,0.0
6895,40353,1.0
6896,40354,0.0
6897,40355,1.0
6898,40356,0.0
6899,40357,0.0
6900,40358,0.0
6901,40359,0.0
6902,40360,0.0
6903,40361,1.0
6904,40362,1.0
6905,40363,1.0
6906,40364,0.0
6907,40365,0.0
6908,40366,0.0
6909,40367,1.0
6910,40368,0.0
6911,40369,0.0
6912,40370,0.0
6913,40371,0.0
6914,40372,0.0
6915,40373,0.0
6916,40374,0.0
6917,40375,0.0
6918,40376,0.0
6919,40377,0.0
6920,40378,0.0
6921,40379,0.0
6922,40380,0.0
6923,40381,0.0
6924,40382,1.0
6925,40383,0.0
6926,40384,0.0
6927,40385,0.0
6928,40386,1.0
6929,40387,1.0
6930,40388,0.0
6931,40389,0.0
6932,40390,0.0
6933,40391,0.0
6934,40392,0.0
6935,40393,1.0
6936,40394,0.0
6937,40395,1.0
6938,40396,1.0
6939,40397,1.0
6940,40398,0.0
6941,40399,0.0
6942,40400,0.0
6943,40401,1.0
6944,40402,0.0
6945,40403,0.0
6946,40404,0.0
6947,40405,0.0
6948,40406,0.0
6949,40407,1.0
6950,40408,0.0
6951,40409,0.0
6952,40410,1.0
6953,40411,0.0
6954,40412,0.0
6955,40413,0.0
6956,40414,0.0
6957,40415,0.0
6958,40416,0.0
6959,40417,1.0
6960,40418,0.0
6961,40419,0.0
6962,40420,0.0
6963,40421,0.0
6964,40422,0.0
6965,40423,0.0
6966,40424,0.0
6967,40425,1.0
6968,40426,0.0
6969,40427,0.0
6970,40428,0.0
6971,40429,0.0
6972,40430,0.0
6973,40431,0.0
6974,40432,1.0
6975,40433,0.0
6976,40434,0.0
6977,40435,0.0
6978,40436,0.0
6979,40437,1.0
6980,40438,1.0
6981,40439,0.0
6982,40440,0.0
6983,40441,1.0
6984,40442,0.0
6985,40443,0.0
6986,40444,0.0
6987,40445,0.0
6988,40446,0.0
6989,40447,0.0
6990,40448,0.0
6991,40449,1.0
6992,40450,1.0
6993,40451,0.0
6994,40452,0.0
6995,40453,0.0
6996,40454,0.0
6997,40455,0.0
6998,40456,0.0
6999,40457,0.0
7000,40458,0.0
7001,40459,0.0
7002,40460,0.0
7003,40461,1.0
7004,40462,0.0
7005,40463,0.0
7006,40464,0.0
7007,40465,0.0
7008,40466,0.0
7009,40467,0.0
7010,40468,0.0
7011,40469,0.0
7012,40470,1.0
7013,40471,0.0
7014,40472,0.0
7015,40473,1.0
7016,40474,0.0
7017,40475,1.0
7018,40476,0.0
7019,40477,1.0
7020,40478,1.0
7021,40479,1.0
7022,40480,0.0
7023,40481,1.0
7024,40482,0.0
7025,40483,0.0
7026,40484,0.0
7027,40485,1.0
7028,40486,1.0
7029,40487,0.0
7030,40488,1.0
7031,40489,0.0
7032,40490,0.0
7033,40491,0.0
7034,40492,1.0
7035,40493,0.0
7036,40494,0.0
7037,40495,1.0
7038,40496,0.0
7039,40497,0.0
7040,40498,0.0
7041,40499,0.0
7042,40500,0.0
7043,40501,0.0
7044,40502,0.0
7045,40503,0.0
7046,40504,0.0
7047,40505,0.0
7048,40506,0.0
7049,40507,0.0
7050,40508,0.0
7051,40509,0.0
7052,40510,0.0
7053,40511,0.0
7054,40512,0.0
7055,40513,0.0
7056,40514,0.0
7057,40515,1.0
7058,40516,0.0
7059,40517,0.0
7060,40518,1.0
7061,40519,0.0
7062,40520,1.0
7063,40521,0.0
7064,40522,1.0
7065,40523,1.0
7066,40524,0.0
7067,40525,0.0
7068,40526,0.0
7069,40527,0.0
7070,40528,0.0
7071,40529,1.0
7072,40530,1.0
7073,40531,0.0
7074,40532,0.0
7075,40533,0.0
7076,40534,0.0
7077,40535,0.0
7078,40536,1.0
7079,40537,1.0
7080,40538,1.0
7081,40539,1.0
7082,40540,0.0
7083,40541,0.0
7084,40542,0.0
7085,40543,1.0
7086,40544,1.0
7087,40545,0.0
7088,40546,1.0
